Points_0,Points_1,Points_2,Points_Magnitude,Point ID
-0.891622,-0.865879,1.9703,2.32955,2260
-0.892463,-0.866453,1.97036,2.33014,2261
-0.893038,-0.86701,1.97042,2.33062,2262
-0.89373,-0.867771,1.97052,2.33125,2263
-0.89431,-0.868477,1.97063,2.33183,2264
-0.894707,-0.869095,1.97073,2.33229,2265
-0.895063,-0.870006,1.97087,2.33289,2266
-0.895245,-0.871024,1.97104,2.33348,2267
-0.895214,-0.87203,1.9712,2.33398,2268
-0.894961,-0.872994,1.9714,2.33441,2269
-0.894589,-0.87393,1.97158,2.33478,2270
-0.894038,-0.874766,1.97177,2.33504,2271
-0.89345,-0.875559,1.97194,2.33525,2272
-0.892763,-0.876292,1.97211,2.3354,2273
-0.892043,-0.876975,1.97226,2.33551,2274
-0.891297,-0.877432,1.97238,2.3355,2275
-0.890409,-0.87782,1.97249,2.3354,2276
-0.889439,-0.878165,1.9726,2.33526,2277
-0.889109,-0.878273,1.97264,2.33521,2278
-0.888142,-0.878292,1.97269,2.33489,2279
-0.887141,-0.878155,1.97272,2.33448,2280
-0.886099,-0.87775,1.97269,2.33391,2281
-0.885289,-0.877086,1.97262,2.33329,2282
-0.912311,-0.877475,1.97136,2.34276,2283
-0.912566,-0.877323,1.97132,2.34277,2284
-0.913521,-0.876877,1.9712,2.34287,2285
-0.914381,-0.876543,1.97109,2.34299,2286
-0.915003,-0.876336,1.97102,2.3431,2287
-0.915953,-0.87606,1.97093,2.34329,2288
-0.917207,-0.875829,1.97082,2.34361,2289
-0.917816,-0.875815,1.97079,2.34381,2290
-0.918812,-0.876022,1.97078,2.34427,2291
-0.91917,-0.876175,1.97079,2.34448,2292
-0.91991,-0.876767,1.97086,2.34505,2293
-0.920226,-0.877218,1.97093,2.3454,2294
-0.920616,-0.878072,1.97106,2.34598,2295
-0.920817,-0.879043,1.97122,2.34656,2296
-0.920792,-0.879624,1.97133,2.34686,2297
-0.9207,-0.88011,1.97142,2.34708,2298
-0.92034,-0.881058,1.9716,2.34744,2299
-0.919692,-0.881974,1.9718,2.3477,2300
-0.918777,-0.882723,1.97198,2.34778,2301
-0.917633,-0.88324,1.97213,2.34765,2302
-0.917104,-0.883646,1.97223,2.34768,2303
-0.916776,-0.884683,1.97243,2.34811,2304
-0.916352,-0.885741,1.97265,2.34853,2305
-0.91568,-0.886468,1.97281,2.34867,2306
-0.915331,-0.886743,1.97287,2.34869,2307
-0.914379,-0.887088,1.97298,2.34855,2308
-0.913184,-0.887055,1.97304,2.34812,2309
-0.912283,-0.886514,1.97298,2.34751,2310
-0.911507,-0.885773,1.97289,2.34685,2311
-0.91122,-0.885376,1.97283,2.34654,2312
-0.910706,-0.884475,1.97269,2.34589,2313
-0.910443,-0.883843,1.9726,2.34547,2314
-0.910385,-0.882853,1.97242,2.34492,2315
-0.910485,-0.88184,1.97225,2.34444,2316
-0.910065,-0.880482,1.97199,2.34354,2317
-0.910493,-0.879424,1.9718,2.34315,2318
-0.911042,-0.878567,1.97161,2.34289,2319
-0.911764,-0.877889,1.97146,2.34279,2320
-0.86557,-0.967419,1.98979,2.37579,2321
-0.864435,-0.967637,1.98989,2.37554,2322
-0.863972,-0.967655,1.98991,2.3754,2323
-0.862837,-0.967661,1.98997,2.37504,2324
-0.861786,-0.967891,1.99006,2.37483,2325
-0.861018,-0.968408,1.99019,2.37487,2326
-0.860557,-0.969599,1.99042,2.37539,2327
-0.86026,-0.971394,1.99076,2.3763,2328
-0.859749,-0.972547,1.99099,2.37678,2329
-0.859146,-0.97323,1.99113,2.37695,2330
-0.858544,-0.973637,1.99122,2.37698,2331
-0.857658,-0.974195,1.99148,2.37711,2332
-0.856612,-0.974055,1.9915,2.37669,2333
-0.856154,-0.974061,1.99157,2.37658,2334
-0.855425,-0.973202,1.99131,2.37575,2335
-0.854751,-0.972581,1.99125,2.3752,2336
-0.854068,-0.97173,1.99113,2.37451,2337
-0.837463,-0.939698,1.98687,2.35203,2338
-0.837954,-0.937992,1.98658,2.35127,2339
-0.838091,-0.937563,1.9865,2.35108,2340
-0.838313,-0.936471,1.9863,2.35056,2341
-0.83822,-0.935504,1.98612,2.34999,2342
-0.837881,-0.934576,1.98597,2.34937,2343
-0.837734,-0.934133,1.9859,2.34908,2344
-0.837546,-0.933115,1.98572,2.34846,2345
-0.837568,-0.931876,1.9855,2.34779,2346
-0.83765,-0.931451,1.98542,2.34758,2347
-0.837975,-0.930517,1.98523,2.34717,2348
-0.838456,-0.929642,1.98505,2.34684,2349
-0.839045,-0.928846,1.98488,2.34659,2350
-0.839721,-0.928125,1.9847,2.3464,2351
-0.840673,-0.927423,1.98451,2.3463,2352
-0.841394,-0.927044,1.9844,2.34632,2353
-0.84184,-0.926886,1.98436,2.34638,2354
-0.84284,-0.926745,1.98427,2.34661,2355
-0.84325,-0.92677,1.98424,2.34674,2356
-0.844243,-0.926997,1.98426,2.3472,2357
-0.844976,-0.927169,1.98426,2.34754,2358
-0.845895,-0.927591,1.98429,2.34806,2359
-0.846761,-0.928324,1.98431,2.34868,2360
-0.84782,-0.92956,1.98452,2.34973,2361
-0.848005,-0.930651,1.98473,2.3504,2362
-0.848131,-0.931663,1.98493,2.35102,2363
-0.847938,-0.932648,1.98512,2.3515,2364
-0.847797,-0.93303,1.9852,2.35166,2365
-0.844263,-0.938167,1.9863,2.35337,2366
-0.843767,-0.938788,1.98643,2.35355,2367
-0.843524,-0.939036,1.98649,2.35361,2368
-0.843018,-0.939535,1.9866,2.35372,2369
-0.842728,-0.939799,1.98666,2.35377,2370
-0.841864,-0.940478,1.98682,2.35387,2371
-0.840952,-0.940919,1.98694,2.35382,2372
-0.840548,-0.941044,1.98698,2.35375,2373
-0.839504,-0.941079,1.98704,2.35345,2374
-0.838554,-0.940883,1.98705,2.35304,2375
-0.837958,-0.940624,1.98705,2.35272,2376
-0.837434,-0.939918,1.98687,2.35211,2377
-0.884878,-0.876167,1.97318,2.33326,2378
-0.884611,-0.875234,1.97302,2.33267,2379
-0.884621,-0.874156,1.97283,2.33212,2380
-0.884989,-0.873059,1.97262,2.33166,2381
-0.885673,-0.871842,1.97237,2.33126,2382
-0.886255,-0.870966,1.97218,2.33099,2383
-0.886541,-0.870396,1.97206,2.33079,2384
-0.886722,-0.869344,1.97187,2.3303,2385
-0.886853,-0.868272,1.97167,2.32978,2386
-0.887221,-0.867326,1.97148,2.32941,2387
-0.887829,-0.866468,1.9713,2.32917,2388
-0.888594,-0.865881,1.97116,2.32912,2389
-0.889544,-0.865482,1.97103,2.32923,2390
-0.890087,-0.865378,1.97099,2.32936,2391
-0.891084,-0.865395,1.97094,2.32971,2392
-0.891681,-0.865564,1.97095,2.33001,2393
-0.892561,-0.8661,1.971,2.33058,2394
-0.893186,-0.866713,1.97107,2.33112,2395
-0.893873,-0.867461,1.97117,2.33174,2396
-0.894483,-0.868251,1.97129,2.33237,2397
-0.895027,-0.869078,1.97141,2.33298,2398
-0.895278,-0.869793,1.97152,2.33345,2399
-0.895463,-0.870862,1.9717,2.33407,2400
-0.895472,-0.871903,1.97189,2.33461,2401
-0.895255,-0.87289,1.97207,2.33505,2402
-0.894831,-0.873829,1.97227,2.33541,2403
-0.894158,-0.874759,1.97247,2.33567,2404
-0.89357,-0.875534,1.97263,2.33588,2405
-0.892845,-0.87622,1.9728,2.33599,2406
-0.892167,-0.876925,1.97296,2.33613,2407
-0.891316,-0.877479,1.9731,2.33614,2408
-0.890498,-0.877836,1.9732,2.33604,2409
-0.889539,-0.878152,1.97331,2.33589,2410
-0.889152,-0.878241,1.97334,2.3358,2411
-0.88817,-0.878191,1.97338,2.33545,2412
-0.887146,-0.878031,1.9734,2.33501,2413
-0.886134,-0.877609,1.97338,2.33445,2414
-0.885875,-0.877419,1.97335,2.33426,2415
-0.885158,-0.876687,1.97326,2.33363,2416
-0.912303,-0.877381,1.97205,2.3433,2417
-0.912604,-0.877199,1.972,2.34332,2418
-0.913555,-0.876753,1.97188,2.34341,2419
-0.91443,-0.876428,1.97177,2.34354,2420
-0.915038,-0.876227,1.97171,2.34365,2421
-0.915991,-0.875969,1.97162,2.34385,2422
-0.917248,-0.875711,1.97151,2.34415,2423
-0.917849,-0.875666,1.97147,2.34434,2424
-0.918865,-0.87583,1.97145,2.34478,2425
-0.919232,-0.875961,1.97146,2.34498,2426
-0.920016,-0.876529,1.97152,2.34556,2427
-0.920364,-0.877,1.97159,2.34592,2428
-0.920774,-0.877886,1.97173,2.34654,2429
-0.921011,-0.878851,1.97189,2.34713,2430
-0.920996,-0.879446,1.972,2.34743,2431
-0.920904,-0.880001,1.9721,2.34769,2432
-0.920548,-0.88094,1.97229,2.34806,2433
-0.920371,-0.881273,1.97235,2.34816,2434
-0.919753,-0.88206,1.97252,2.34837,2435
-0.918934,-0.882672,1.97267,2.3484,2436
-0.917845,-0.883147,1.97282,2.34828,2437
-0.917129,-0.883546,1.97292,2.34823,2438
-0.916783,-0.884551,1.97312,2.34864,2439
-0.916358,-0.885611,1.97333,2.34905,2440
-0.915657,-0.886427,1.97351,2.34924,2441
-0.915379,-0.886645,1.97357,2.34926,2442
-0.914422,-0.886988,1.97367,2.3491,2443
-0.913472,-0.88706,1.97374,2.34882,2444
-0.913191,-0.887009,1.97374,2.34869,2445
-0.912309,-0.886557,1.9737,2.34815,2446
-0.911501,-0.88576,1.9736,2.34745,2447
-0.911168,-0.885328,1.97354,2.3471,2448
-0.910655,-0.884481,1.97341,2.34647,2449
-0.91035,-0.883466,1.97323,2.34582,2450
-0.910223,-0.882425,1.97306,2.34524,2451
-0.910265,-0.881447,1.97289,2.34474,2452
-0.910139,-0.880352,1.97269,2.34412,2453
-0.910484,-0.879251,1.97248,2.34366,2454
-0.91106,-0.878429,1.9723,2.34342,2455
-0.911768,-0.877754,1.97215,2.34332,2456
-0.865539,-0.96721,1.99047,2.37626,2457
-0.864992,-0.967263,1.99051,2.37612,2458
-0.863852,-0.967272,1.99056,2.37575,2459
-0.862763,-0.967324,1.99062,2.37543,2460
-0.86176,-0.967651,1.99073,2.37529,2461
-0.861048,-0.968259,1.99088,2.3754,2462
-0.860641,-0.96956,1.99112,2.37599,2463
-0.86024,-0.97111,1.99142,2.37673,2464
-0.859705,-0.972211,1.99164,2.37717,2465
-0.859402,-0.972595,1.99171,2.37728,2466
-0.858611,-0.973427,1.99199,2.37756,2467
-0.857571,-0.973339,1.99184,2.37702,2468
-0.856621,-0.973299,1.99192,2.37673,2469
-0.856352,-0.973297,1.99198,2.37669,2470
-0.855488,-0.972719,1.99192,2.37609,2471
-0.854906,-0.972149,1.99186,2.3756,2472
-0.854269,-0.971377,1.99177,2.37497,2473
-0.837697,-0.93944,1.98753,2.35256,2474
-0.838146,-0.937886,1.98725,2.35187,2475
-0.838515,-0.936336,1.98697,2.35114,2476
-0.838349,-0.935342,1.98679,2.35054,2477
-0.837985,-0.934439,1.98665,2.34993,2478
-0.837719,-0.933504,1.98649,2.34933,2479
-0.837646,-0.932992,1.9864,2.34903,2480
-0.83762,-0.932032,1.98624,2.34849,2481
-0.837803,-0.930775,1.986,2.34786,2482
-0.838135,-0.929845,1.98582,2.34746,2483
-0.838321,-0.929417,1.98573,2.34728,2484
-0.838832,-0.928568,1.98555,2.34697,2485
-0.838995,-0.928342,1.9855,2.3469,2486
-0.839659,-0.927602,1.98533,2.3467,2487
-0.840431,-0.927001,1.98517,2.3466,2488
-0.84122,-0.926535,1.98504,2.34659,2489
-0.842164,-0.926186,1.98492,2.34669,2490
-0.843301,-0.926094,1.98483,2.34699,2491
-0.844308,-0.926386,1.98486,2.34749,2492
-0.845127,-0.926656,1.98487,2.3479,2493
-0.846079,-0.92705,1.98488,2.34841,2494
-0.846935,-0.92776,1.98493,2.34904,2495
-0.848004,-0.92874,1.98503,2.3499,2496
-0.848147,-0.929531,1.98521,2.35042,2497
-0.848228,-0.930543,1.98542,2.35102,2498
-0.848231,-0.931519,1.98562,2.35157,2499
-0.844325,-0.937835,1.98695,2.35381,2500
-0.843698,-0.938607,1.98712,2.35403,2501
-0.843483,-0.93887,1.98718,2.35411,2502
-0.842779,-0.93959,1.98733,2.35427,2503
-0.841872,-0.940253,1.98749,2.35434,2504
-0.840954,-0.940611,1.9876,2.35425,2505
-0.84,-0.940744,1.98767,2.35402,2506
-0.839706,-0.940722,1.98767,2.35391,2507
-0.838744,-0.940507,1.98769,2.3535,2508
-0.838258,-0.940264,1.98767,2.35322,2509
-0.884995,-0.87612,1.97388,2.33388,2510
-0.884717,-0.875053,1.9737,2.33323,2511
-0.884781,-0.873857,1.97348,2.33262,2512
-0.885074,-0.872961,1.97331,2.33224,2513
-0.885712,-0.871785,1.97306,2.33184,2514
-0.886292,-0.870859,1.97287,2.33155,2515
-0.886582,-0.870293,1.97276,2.33135,2516
-0.886701,-0.86917,1.97255,2.3308,2517
-0.886804,-0.868094,1.97235,2.33028,2518
-0.88716,-0.867143,1.97216,2.3299,2519
-0.887773,-0.86629,1.97198,2.32966,2520
-0.888551,-0.865668,1.97183,2.32959,2521
-0.889493,-0.865206,1.9717,2.32967,2522
-0.890093,-0.865079,1.97165,2.32982,2523
-0.891074,-0.86506,1.9716,2.33014,2524
-0.89174,-0.865209,1.9716,2.33045,2525
-0.892667,-0.865748,1.97165,2.33104,2526
-0.893346,-0.866392,1.97172,2.33161,2527
-0.894045,-0.867136,1.97182,2.33223,2528
-0.894689,-0.867973,1.97194,2.33289,2529
-0.895222,-0.868822,1.97207,2.33352,2530
-0.89554,-0.8697,1.9722,2.33409,2531
-0.895705,-0.870686,1.97237,2.33466,2532
-0.895677,-0.87179,1.97257,2.33523,2533
-0.895545,-0.872771,1.97275,2.3357,2534
-0.895029,-0.873716,1.97295,2.33602,2535
-0.894286,-0.874704,1.97317,2.33629,2536
-0.893703,-0.875537,1.97335,2.33653,2537
-0.892964,-0.87622,1.9735,2.33663,2538
-0.892274,-0.876927,1.97366,2.33677,2539
-0.891458,-0.877438,1.97379,2.33676,2540
-0.890586,-0.877792,1.9739,2.33665,2541
-0.889976,-0.878001,1.97397,2.33655,2542
-0.888982,-0.878193,1.97405,2.33632,2543
-0.888212,-0.87816,1.97408,2.33604,2544
-0.887203,-0.877964,1.9741,2.3356,2545
-0.886182,-0.877471,1.97407,2.335,2546
-0.885932,-0.877279,1.97404,2.33481,2547
-0.885242,-0.876509,1.97394,2.33417,2548
-0.912378,-0.877261,1.97274,2.34387,2549
-0.912644,-0.877085,1.97269,2.34387,2550
-0.913604,-0.876645,1.97257,2.34397,2551
-0.914478,-0.876331,1.97247,2.34411,2552
-0.915084,-0.876134,1.97241,2.34422,2553
-0.916031,-0.875885,1.97232,2.34442,2554
-0.917277,-0.875607,1.97221,2.34471,2555
-0.917899,-0.875522,1.97216,2.34488,2556
-0.918911,-0.875666,1.97213,2.34531,2557
-0.919281,-0.875793,1.97214,2.34551,2558
-0.920097,-0.876344,1.9722,2.34609,2559
-0.920494,-0.876804,1.97226,2.34647,2560
-0.920951,-0.877718,1.9724,2.34711,2561
-0.92122,-0.878647,1.97256,2.34769,2562
-0.921225,-0.879294,1.97267,2.34803,2563
-0.92114,-0.879886,1.97278,2.34831,2564
-0.920792,-0.880838,1.97296,2.34868,2565
-0.920372,-0.881561,1.97312,2.34892,2566
-0.919971,-0.882069,1.97323,2.34905,2567
-0.919183,-0.882663,1.97338,2.34909,2568
-0.918024,-0.883116,1.97352,2.34892,2569
-0.917196,-0.883476,1.97362,2.34882,2570
-0.916792,-0.884416,1.97381,2.34917,2571
-0.916344,-0.885553,1.97404,2.34962,2572
-0.915703,-0.886319,1.9742,2.3498,2573
-0.915411,-0.886526,1.97425,2.34981,2574
-0.914497,-0.886904,1.97437,2.34969,2575
-0.913499,-0.886996,1.97443,2.34939,2576
-0.912819,-0.886848,1.97444,2.34907,2577
-0.912303,-0.886535,1.97441,2.34873,2578
-0.911465,-0.885757,1.97431,2.34803,2579
-0.911072,-0.885281,1.97425,2.34764,2580
-0.910602,-0.884427,1.97412,2.34703,2581
-0.910198,-0.88344,1.97395,2.34636,2582
-0.910062,-0.882302,1.97376,2.34572,2583
-0.910225,-0.881328,1.97358,2.34527,2584
-0.91003,-0.880197,1.97338,2.3446,2585
-0.910484,-0.879101,1.97316,2.34418,2586
-0.911115,-0.878328,1.97299,2.34399,2587
-0.911814,-0.877649,1.97284,2.34388,2588
-0.864934,-0.966946,1.99116,2.37651,2589
-0.863786,-0.966909,1.9912,2.37611,2590
-0.862731,-0.967076,1.99129,2.37587,2591
-0.861758,-0.967491,1.99141,2.37579,2592
-0.8611,-0.96815,1.99156,2.37595,2593
-0.860656,-0.969539,1.99183,2.37658,2594
-0.86019,-0.970845,1.99208,2.37715,2595
-0.859327,-0.97212,1.99232,2.37756,2596
-0.858439,-0.972672,1.9924,2.37754,2597
-0.857532,-0.972622,1.99226,2.37706,2598
-0.85644,-0.972624,1.99252,2.37689,2599
-0.855837,-0.972321,1.99251,2.37654,2600
-0.855101,-0.971593,1.99242,2.37591,2601
-0.854547,-0.970905,1.99236,2.37537,2602
-0.854201,-0.970187,1.99226,2.37487,2603
-0.854147,-0.969544,1.99213,2.37449,2604
-0.838026,-0.939403,1.98825,2.35327,2605
-0.838411,-0.937508,1.98788,2.35235,2606
-0.8387,-0.936157,1.98763,2.3517,2607
-0.838441,-0.93519,1.98747,2.35109,2608
-0.838038,-0.934283,1.98733,2.35046,2609
-0.837729,-0.933379,1.98718,2.34987,2610
-0.837642,-0.932863,1.9871,2.34956,2611
-0.837609,-0.931885,1.98693,2.34902,2612
-0.837732,-0.93061,1.98669,2.34835,2613
-0.837835,-0.930119,1.9866,2.34812,2614
-0.838175,-0.929177,1.9864,2.3477,2615
-0.838659,-0.928311,1.98623,2.34739,2616
-0.838839,-0.928045,1.98617,2.34729,2617
-0.839476,-0.927259,1.98599,2.34706,2618
-0.840207,-0.926599,1.98583,2.34692,2619
-0.841044,-0.926045,1.98567,2.34687,2620
-0.841986,-0.925684,1.98553,2.34695,2621
-0.843365,-0.925458,1.98543,2.34727,2622
-0.844352,-0.925779,1.98547,2.34778,2623
-0.845321,-0.926058,1.98549,2.34826,2624
-0.846272,-0.926317,1.98548,2.34869,2625
-0.847197,-0.927165,1.98544,2.34933,2626
-0.848219,-0.928392,1.98574,2.35044,2627
-0.848442,-0.929449,1.98592,2.35108,2628
-0.844745,-0.937202,1.98753,2.35419,2629
-0.844351,-0.937728,1.98764,2.35436,2630
-0.843667,-0.938468,1.98781,2.35454,2631
-0.842958,-0.939176,1.98797,2.35471,2632
-0.842787,-0.939356,1.988,2.35474,2633
-0.841746,-0.939941,1.98817,2.35475,2634
-0.840943,-0.940278,1.98824,2.35466,2635
-0.839963,-0.940327,1.9883,2.35438,2636
-0.838796,-0.940019,1.9883,2.35384,2637
-0.885125,-0.876009,1.97456,2.33447,2638
-0.884804,-0.874886,1.97438,2.33377,2639
-0.884907,-0.873671,1.97415,2.33316,2640
-0.885228,-0.872728,1.97397,2.33278,2641
-0.885868,-0.87155,1.97373,2.33237,2642
-0.886359,-0.870728,1.97356,2.33211,2643
-0.886606,-0.870165,1.97345,2.3319,2644
-0.88668,-0.869004,1.97323,2.33131,2645
-0.886754,-0.867905,1.97303,2.33076,2646
-0.887153,-0.866847,1.97283,2.33035,2647
-0.887716,-0.866073,1.97266,2.33013,2648
-0.888484,-0.86544,1.97251,2.33006,2649
-0.889459,-0.864956,1.97237,2.33013,2650
-0.890109,-0.86479,1.97231,2.33027,2651
-0.891073,-0.864713,1.97224,2.33055,2652
-0.891789,-0.86483,1.97223,2.33086,2653
-0.892701,-0.865322,1.97227,2.33143,2654
-0.893596,-0.866126,1.97237,2.33215,2655
-0.894202,-0.866806,1.97246,2.33271,2656
-0.894916,-0.86769,1.97258,2.33342,2657
-0.895409,-0.86856,1.97272,2.33404,2658
-0.895711,-0.869376,1.97286,2.33458,2659
-0.895902,-0.870523,1.97304,2.33524,2660
-0.895929,-0.871676,1.97325,2.33586,2661
-0.895759,-0.872649,1.97343,2.33631,2662
-0.895206,-0.873579,1.97362,2.3366,2663
-0.894986,-0.873845,1.97369,2.33667,2664
-0.89441,-0.874665,1.97385,2.3369,2665
-0.893847,-0.875485,1.97403,2.33714,2666
-0.893169,-0.876148,1.97419,2.33727,2667
-0.892379,-0.876927,1.97436,2.3374,2668
-0.891611,-0.877405,1.97449,2.3374,2669
-0.890667,-0.877784,1.97461,2.33728,2670
-0.889732,-0.87805,1.97471,2.33711,2671
-0.889003,-0.878131,1.97475,2.3369,2672
-0.888233,-0.878133,1.97479,2.33663,2673
-0.887177,-0.877874,1.9748,2.33614,2674
-0.886171,-0.877355,1.97476,2.33553,2675
-0.88594,-0.877152,1.97473,2.33535,2676
-0.885268,-0.876252,1.9746,2.33465,2677
-0.913581,-0.876573,1.97327,2.34452,2678
-0.914515,-0.876231,1.97316,2.34467,2679
-0.915484,-0.875926,1.97306,2.34485,2680
-0.916316,-0.875698,1.97298,2.34502,2681
-0.917317,-0.875467,1.97289,2.34525,2682
-0.917945,-0.875386,1.97284,2.34543,2683
-0.918959,-0.875474,1.97281,2.34583,2684
-0.919354,-0.875609,1.97281,2.34604,2685
-0.920209,-0.876119,1.97286,2.34661,2686
-0.920617,-0.876604,1.97293,2.34701,2687
-0.921128,-0.877482,1.97306,2.34764,2688
-0.92145,-0.878435,1.97321,2.34825,2689
-0.921475,-0.879114,1.97334,2.34863,2690
-0.921402,-0.879769,1.97346,2.34894,2691
-0.921065,-0.880735,1.97364,2.34932,2692
-0.920642,-0.881519,1.9738,2.34959,2693
-0.919951,-0.882287,1.97398,2.34975,2694
-0.919362,-0.882703,1.97408,2.34976,2695
-0.918315,-0.883102,1.97421,2.34961,2696
-0.917262,-0.883407,1.97431,2.3494,2697
-0.91682,-0.884263,1.97449,2.3497,2698
-0.916376,-0.885417,1.97473,2.35016,2699
-0.91576,-0.886193,1.97489,2.35035,2700
-0.915459,-0.886415,1.97494,2.35036,2701
-0.914545,-0.886833,1.97507,2.35027,2702
-0.913526,-0.886954,1.97513,2.34997,2703
-0.912838,-0.886816,1.97515,2.34966,2704
-0.912289,-0.886499,1.97512,2.34931,2705
-0.911465,-0.885826,1.97503,2.34866,2706
-0.910987,-0.885262,1.97496,2.34821,2707
-0.910459,-0.884453,1.97484,2.34759,2708
-0.910179,-0.883366,1.97466,2.34692,2709
-0.91008,-0.882145,1.97445,2.34625,2710
-0.910221,-0.88121,1.97428,2.34581,2711
-0.909971,-0.88006,1.97406,2.3451,2712
-0.910482,-0.878945,1.97385,2.34469,2713
-0.91115,-0.878207,1.97368,2.34454,2714
-0.91191,-0.877584,1.97353,2.34448,2715
-0.912699,-0.876992,1.97338,2.34444,2716
-0.865344,-0.9667,1.9918,2.3771,2717
-0.864885,-0.966699,1.99183,2.37695,2718
-0.863771,-0.966728,1.99189,2.37661,2719
-0.862737,-0.966929,1.99198,2.37639,2720
-0.862416,-0.967061,1.99201,2.37636,2721
-0.861532,-0.967617,1.99215,2.37638,2722
-0.860816,-0.96894,1.99243,2.37689,2723
-0.860649,-0.969385,1.99252,2.37709,2724
-0.860125,-0.970527,1.99274,2.37755,2725
-0.859255,-0.971593,1.99292,2.37782,2726
-0.858378,-0.972088,1.99302,2.37779,2727
-0.857478,-0.972158,1.99292,2.37742,2728
-0.85651,-0.971941,1.99305,2.37708,2729
-0.856078,-0.971712,1.99303,2.37682,2730
-0.855368,-0.970933,1.99295,2.37617,2731
-0.854892,-0.970325,1.99291,2.37572,2732
-0.854553,-0.969375,1.99279,2.37511,2733
-0.854554,-0.969035,1.9927,2.3749,2734
-0.885133,-0.875788,1.97523,2.33496,2735
-0.884896,-0.874678,1.97505,2.33429,2736
-0.884974,-0.873558,1.97484,2.33373,2737
-0.885309,-0.872596,1.97465,2.33334,2738
-0.885866,-0.871489,1.97443,2.33294,2739
-0.886357,-0.8706,1.97425,2.33264,2740
-0.886632,-0.869641,1.97406,2.33223,2741
-0.88664,-0.868833,1.97392,2.33181,2742
-0.886682,-0.86771,1.97371,2.33124,2743
-0.887095,-0.866627,1.9735,2.33081,2744
-0.887653,-0.865844,1.97333,2.33059,2745
-0.888253,-0.865327,1.97321,2.33053,2746
-0.889134,-0.864781,1.97307,2.33054,2747
-0.890082,-0.864437,1.97296,2.33068,2748
-0.891052,-0.86431,1.97288,2.33094,2749
-0.891826,-0.864429,1.97286,2.33126,2750
-0.892789,-0.86492,1.9729,2.33184,2751
-0.893729,-0.865748,1.97301,2.3326,2752
-0.894378,-0.866475,1.9731,2.3332,2753
-0.895096,-0.867431,1.97324,2.33395,2754
-0.895552,-0.868221,1.97336,2.33452,2755
-0.896133,-0.870355,1.97372,2.33584,2756
-0.896116,-0.871569,1.97393,2.33647,2757
-0.895988,-0.872545,1.97411,2.33693,2758
-0.895549,-0.87342,1.97427,2.33722,2759
-0.895173,-0.873882,1.97439,2.33735,2760
-0.894593,-0.87471,1.97456,2.33758,2761
-0.893933,-0.875494,1.97473,2.33777,2762
-0.893304,-0.876263,1.97491,2.33797,2763
-0.892588,-0.876927,1.97507,2.33808,2764
-0.891748,-0.877407,1.9752,2.33805,2765
-0.891062,-0.877649,1.97528,2.33794,2766
-0.890092,-0.877975,1.97539,2.33779,2767
-0.889081,-0.87816,1.97546,2.33754,2768
-0.887973,-0.878056,1.9755,2.33711,2769
-0.887134,-0.877758,1.9755,2.33667,2770
-0.886236,-0.877267,1.97545,2.33611,2771
-0.885631,-0.876586,1.97536,2.33555,2772
-0.913609,-0.876462,1.97396,2.34508,2773
-0.91483,-0.876045,1.97383,2.34528,2774
-0.915157,-0.875947,1.97379,2.34534,2775
-0.916114,-0.875661,1.97369,2.34553,2776
-0.917358,-0.875336,1.97358,2.3458,2777
-0.917983,-0.875236,1.97353,2.34596,2778
-0.919018,-0.87529,1.97348,2.34635,2779
-0.919952,-0.875667,1.9735,2.34688,2780
-0.920745,-0.876399,1.9736,2.34754,2781
-0.921297,-0.877254,1.97372,2.34817,2782
-0.921674,-0.878208,1.97387,2.34881,2783
-0.921734,-0.878958,1.974,2.34922,2784
-0.921604,-0.879944,1.97419,2.34969,2785
-0.921383,-0.880615,1.97432,2.34997,2786
-0.920917,-0.881485,1.97449,2.35026,2787
-0.920282,-0.882283,1.97467,2.35046,2788
-0.919647,-0.882769,1.97479,2.35049,2789
-0.918646,-0.883161,1.9749,2.35035,2790
-0.917379,-0.883414,1.975,2.35003,2791
-0.916745,-0.88447,1.97525,2.35038,2792
-0.916407,-0.885295,1.97541,2.3507,2793
-0.915791,-0.886088,1.97558,2.3509,2794
-0.915017,-0.886594,1.97571,2.3509,2795
-0.914598,-0.886755,1.97576,2.35084,2796
-0.913581,-0.886867,1.97583,2.35054,2797
-0.912633,-0.88669,1.97585,2.35012,2798
-0.912299,-0.886544,1.97583,2.34993,2799
-0.911463,-0.885837,1.97575,2.34927,2800
-0.910891,-0.885222,1.97567,2.34874,2801
-0.91046,-0.884314,1.97552,2.34811,2802
-0.910083,-0.883288,1.97537,2.34745,2803
-0.909945,-0.882045,1.97514,2.34674,2804
-0.910103,-0.881064,1.97496,2.34628,2805
-0.909833,-0.879894,1.97475,2.34556,2806
-0.910423,-0.878857,1.97455,2.34523,2807
-0.911136,-0.878133,1.97438,2.3451,2808
-0.912767,-0.876885,1.97408,2.34501,2809
-0.865306,-0.966495,1.99248,2.37757,2810
-0.864875,-0.966505,1.9925,2.37744,2811
-0.863774,-0.966585,1.99257,2.37713,2812
-0.862776,-0.966823,1.99266,2.37693,2813
-0.86245,-0.966956,1.9927,2.37691,2814
-0.861585,-0.967522,1.99284,2.37694,2815
-0.860819,-0.968814,1.99312,2.37742,2816
-0.860641,-0.969173,1.99319,2.37756,2817
-0.860058,-0.970153,1.99338,2.37791,2818
