Points_0,Points_1,Points_2,Points_Magnitude,Point ID
-0.909025,-0.89665,1.99794,2.37109,18038
-0.908887,-0.897645,1.99812,2.37157,18039
-0.908754,-0.898626,1.9983,2.37204,18040
-0.908585,-0.899601,1.99848,2.3725,18041
-0.908433,-0.900594,1.99867,2.37297,18042
-0.908345,-0.901114,1.99877,2.37322,18043
-0.884666,-0.931495,2.00533,2.38153,18044
-0.883734,-0.931874,2.00552,2.38149,18045
-0.883328,-0.93205,2.00556,2.38144,18046
-0.882515,-0.932647,2.00576,2.38154,18047
-0.883294,-0.93828,2.00747,2.38548,18048
-0.883783,-0.939164,2.00748,2.38602,18049
-0.884036,-0.940156,2.00751,2.38653,18050
-0.876521,-0.957986,2.01115,2.3939,18051
-0.87577,-0.958623,2.01129,2.394,18052
-0.875025,-0.959093,2.01141,2.39401,18053
-0.874127,-0.959515,2.01153,2.39395,18054
-0.873183,-0.95981,2.01163,2.39381,18055
-0.872147,-0.959988,2.01171,2.39357,18056
-0.871083,-0.960009,2.01176,2.39324,18057
-0.869869,-0.959883,2.01179,2.39277,18058
-0.859691,-0.960577,2.0124,2.38988,18059
-0.85884,-0.960057,2.01235,2.38932,18060
-0.858112,-0.959351,2.01226,2.3887,18061
-0.857573,-0.958797,2.01219,2.38822,18062
-0.856905,-0.95806,2.01208,2.3876,18063
-0.856331,-0.957245,2.01197,2.38697,18064
-0.855786,-0.956281,2.01183,2.38627,18065
-0.855573,-0.955805,2.01175,2.38594,18066
-0.855412,-0.955362,2.01168,2.38565,18067
-0.855345,-0.954482,2.01149,2.38511,18068
-0.855326,-0.953833,2.01145,2.38481,18069
-0.847946,-0.940161,2.00929,2.3749,18070
-0.846936,-0.939874,2.00932,2.37445,18071
-0.845296,-0.939388,2.00933,2.37369,18072
-0.844162,-0.939065,2.00932,2.37314,18073
-0.843189,-0.938796,2.00932,2.37269,18074
-0.84219,-0.938639,2.00935,2.3723,18075
-0.841198,-0.93846,2.00936,2.37189,18076
-0.840256,-0.938185,2.00935,2.37144,18077
-0.839808,-0.938037,2.00934,2.37121,18078
-0.838865,-0.937648,2.0093,2.37069,18079
-0.838047,-0.937113,2.00926,2.37015,18080
-0.837562,-0.936685,2.00919,2.36976,18081
-0.836938,-0.935909,2.00908,2.36913,18082
-0.836473,-0.935036,2.00893,2.3685,18083
-0.836165,-0.934087,2.00877,2.36788,18084
-0.83604,-0.932794,2.00854,2.36713,18085
-0.836064,-0.932159,2.00843,2.36679,18086
-0.836189,-0.930982,2.00821,2.36619,18087
-0.836323,-0.929785,2.00799,2.36558,18088
-0.836227,-0.928748,2.00781,2.36499,18089
-0.836133,-0.928239,2.00773,2.36468,18090
-0.841611,-0.916103,2.00529,2.35982,18091
-0.842223,-0.915305,2.00513,2.35959,18092
-0.842857,-0.914523,2.00496,2.35937,18093
-0.843518,-0.913788,2.0048,2.35919,18094
-0.844209,-0.913087,2.00464,2.35902,18095
-0.844969,-0.912448,2.00449,2.35892,18096
-0.845763,-0.911841,2.00434,2.35885,18097
-0.846594,-0.911281,2.0042,2.35881,18098
-0.847225,-0.910917,2.00411,2.35881,18099
-0.848134,-0.910491,2.00398,2.35887,18100
-0.849064,-0.910153,2.00388,2.35899,18101
-0.850022,-0.909849,2.00378,2.35913,18102
-0.850502,-0.909691,2.00372,2.35919,18103
-0.851539,-0.90935,2.00362,2.35935,18104
-0.85257,-0.908983,2.0035,2.35948,18105
-0.853592,-0.908652,2.0034,2.35963,18106
-0.854639,-0.908321,2.00329,2.3598,18107
-0.864659,-0.885788,1.99879,2.35104,18108
-0.865401,-0.885135,1.99863,2.35094,18109
-0.866143,-0.884484,1.99848,2.35084,18110
-0.866906,-0.883856,1.99833,2.35076,18111
-0.867673,-0.88322,1.99818,2.35067,18112
-0.868442,-0.882603,1.99804,2.3506,18113
-0.869234,-0.882003,1.99789,2.35055,18114
-0.870021,-0.881395,1.99774,2.35048,18115
-0.870821,-0.880811,1.9976,2.35044,18116
-0.871424,-0.880384,1.9975,2.35042,18117
-0.872426,-0.879649,1.99732,2.35037,18118
-0.873244,-0.879065,1.99718,2.35033,18119
-0.874058,-0.878487,1.99704,2.35029,18120
-0.874684,-0.878059,1.99693,2.35027,18121
-0.875514,-0.877499,1.99679,2.35026,18122
-0.876547,-0.876809,1.99662,2.35023,18123
-0.877425,-0.876245,1.99647,2.35023,18124
-0.878543,-0.875568,1.9963,2.35025,18125
-0.8797,-0.874871,1.99613,2.35028,18126
-0.880753,-0.874169,1.99594,2.35025,18127
-0.881658,-0.873449,1.99577,2.35018,18128
-0.882348,-0.87265,1.9956,2.34999,18129
-0.882602,-0.871696,1.99542,2.34959,18130
-0.882521,-0.870653,1.99524,2.34901,18131
-0.882276,-0.869533,1.99505,2.34835,18132
-0.882109,-0.868455,1.99487,2.34773,18133
-0.882051,-0.867415,1.99468,2.34717,18134
-0.882103,-0.866392,1.9945,2.34665,18135
-0.882228,-0.865399,1.99432,2.34617,18136
-0.882391,-0.864427,1.99413,2.34572,18137
-0.882615,-0.863469,1.99396,2.3453,18138
-0.882876,-0.862523,1.99377,2.34489,18139
-0.883174,-0.861587,1.99359,2.34451,18140
-0.883514,-0.86066,1.9934,2.34414,18141
-0.88392,-0.859761,1.99322,2.34381,18142
-0.884037,-0.859519,1.99318,2.34373,18143
-0.884487,-0.85864,1.993,2.34342,18144
-0.884996,-0.857819,1.99283,2.34317,18145
-0.885588,-0.857029,1.99266,2.34296,18146
-0.886008,-0.856507,1.99255,2.34283,18147
-0.886681,-0.855777,1.99238,2.34268,18148
-0.887393,-0.8551,1.99223,2.34257,18149
-0.888047,-0.854569,1.9921,2.34252,18150
-0.888889,-0.854036,1.99197,2.34253,18151
-0.889779,-0.85361,1.99185,2.34261,18152
-0.89077,-0.853344,1.99176,2.34281,18153
-0.891787,-0.853149,1.99168,2.34306,18154
-0.892791,-0.852896,1.99159,2.34328,18155
-0.89369,-0.852479,1.99148,2.34337,18156
-0.894217,-0.85219,1.9914,2.3434,18157
-0.89512,-0.851715,1.99128,2.34347,18158
-0.896045,-0.851337,1.99118,2.3436,18159
-0.897,-0.851103,1.9911,2.34382,18160
-0.897977,-0.851009,1.99105,2.34411,18161
-0.899201,-0.851026,1.991,2.34454,18162
-0.90019,-0.851132,1.99096,2.34493,18163
-0.901177,-0.851314,1.99096,2.34537,18164
-0.902154,-0.851562,1.99095,2.34583,18165
-0.903125,-0.851875,1.99096,2.34633,18166
-0.90413,-0.852311,1.99098,2.34689,18167
-0.905065,-0.852714,1.991,2.34741,18168
-0.90601,-0.85302,1.991,2.34789,18169
-0.906982,-0.853249,1.99099,2.34834,18170
-0.907923,-0.853551,1.991,2.34882,18171
-0.908787,-0.854047,1.99105,2.34938,18172
-0.909165,-0.854364,1.99109,2.34967,18173
-0.90992,-0.855042,1.99117,2.35028,18174
-0.910691,-0.855707,1.99125,2.35089,18175
-0.911633,-0.856488,1.99135,2.35162,18176
-0.912406,-0.857128,1.99143,2.35222,18177
-0.913176,-0.857772,1.99151,2.35282,18178
-0.913929,-0.858415,1.99159,2.35341,18179
-0.914706,-0.859054,1.99166,2.35401,18180
-0.915492,-0.859675,1.99174,2.35461,18181
-0.916375,-0.860239,1.9918,2.35521,18182
-0.916981,-0.860648,1.99185,2.35564,18183
-0.917199,-0.860798,1.99186,2.35578,18184
-0.918166,-0.861262,1.9919,2.35637,18185
-0.918794,-0.861511,1.99191,2.35672,18186
-0.919758,-0.861868,1.99193,2.35724,18187
-0.920712,-0.862224,1.99195,2.35775,18188
-0.921324,-0.862467,1.99196,2.35809,18189
-0.922337,-0.862907,1.992,2.35868,18190
-0.923214,-0.863453,1.99206,2.35927,18191
-0.923971,-0.864104,1.99213,2.35987,18192
-0.924704,-0.864782,1.99222,2.36048,18193
-0.925431,-0.86546,1.99231,2.36109,18194
-0.926061,-0.866228,1.99242,2.36171,18195
-0.926516,-0.867108,1.99255,2.36232,18196
-0.926802,-0.868063,1.99271,2.36292,18197
-0.926985,-0.869063,1.99288,2.3635,18198
-0.927055,-0.870126,1.99307,2.36408,18199
-0.927042,-0.871244,1.99327,2.36465,18200
-0.926972,-0.872418,1.99348,2.36524,18201
-0.926932,-0.873441,1.99367,2.36576,18202
-0.926959,-0.874457,1.99384,2.36629,18203
-0.926987,-0.875457,1.99401,2.36681,18204
-0.927004,-0.876274,1.99415,2.36724,18205
-0.927014,-0.877257,1.99433,2.36776,18206
-0.926941,-0.87824,1.99451,2.36824,18207
-0.92671,-0.879398,1.99473,2.36877,18208
-0.92638,-0.880338,1.99491,2.36914,18209
-0.925964,-0.881227,1.99509,2.36946,18210
-0.925398,-0.882118,1.99527,2.36973,18211
-0.924786,-0.882895,1.99544,2.36992,18212
-0.924072,-0.883604,1.9956,2.37004,18213
-0.923334,-0.884294,1.99576,2.37014,18214
-0.922933,-0.88463,1.99584,2.37018,18215
-0.922158,-0.885247,1.99599,2.37023,18216
-0.921364,-0.885831,1.99613,2.37026,18217
-0.920523,-0.886384,1.99627,2.37026,18218
-0.919766,-0.886845,1.99639,2.37024,18219
-0.918909,-0.887345,1.99652,2.3702,18220
-0.918035,-0.887802,1.99664,2.37014,18221
-0.917134,-0.888229,1.99676,2.37005,18222
-0.916216,-0.888626,1.99687,2.36994,18223
-0.914955,-0.88911,1.99701,2.36975,18224
-0.913841,-0.889356,1.99711,2.3695,18225
-0.912687,-0.889558,1.9972,2.3692,18226
-0.911576,-0.889845,1.99729,2.36895,18227
-0.910863,-0.890508,1.99746,2.36907,18228
-0.910415,-0.891444,1.99764,2.36941,18229
-0.910082,-0.892541,1.99786,2.36988,18230
-0.909775,-0.893707,1.99809,2.37039,18231
-0.909538,-0.894931,1.99832,2.37096,18232
-0.909353,-0.89616,1.99854,2.37154,18233
-0.909175,-0.897432,1.99879,2.37216,18234
-0.909,-0.898578,1.99899,2.3727,18235
-0.908854,-0.89956,1.99918,2.37317,18236
-0.908674,-0.90054,1.99936,2.37363,18237
-0.884627,-0.931861,2.00611,2.38231,18238
-0.883837,-0.93246,2.00633,2.38244,18239
-0.883177,-0.933227,2.00639,2.38255,18240
-0.851329,-0.941601,2.01014,2.3774,18241
-0.850771,-0.941398,2.01011,2.37709,18242
-0.849213,-0.940851,2.01008,2.3763,18243
-0.848014,-0.940505,2.01008,2.37573,18244
-0.847725,-0.940427,2.01008,2.3756,18245
-0.846729,-0.940119,2.01009,2.37513,18246
-0.845704,-0.939854,2.01009,2.37466,18247
-0.844741,-0.93955,2.01008,2.37419,18248
-0.844056,-0.939343,2.01007,2.37386,18249
-0.843099,-0.939113,2.01008,2.37343,18250
-0.842091,-0.938937,2.01011,2.37303,18251
-0.841098,-0.938752,2.01013,2.37262,18252
-0.840557,-0.938626,2.01012,2.37237,18253
-0.839592,-0.938295,2.01011,2.37189,18254
-0.838661,-0.937894,2.01007,2.37137,18255
-0.837861,-0.937323,2.00999,2.37079,18256
-0.837318,-0.936808,2.00993,2.37035,18257
-0.836711,-0.936025,2.00981,2.36972,18258
-0.836395,-0.935389,2.00971,2.36927,18259
-0.836288,-0.935098,2.00966,2.36908,18260
-0.836034,-0.93405,2.00948,2.36842,18261
-0.836003,-0.933174,2.00932,2.36793,18262
-0.836127,-0.932006,2.00911,2.36733,18263
-0.836305,-0.93083,2.00889,2.36674,18264
-0.836343,-0.92968,2.00868,2.36613,18265
-0.836157,-0.928664,2.00851,2.36552,18266
-0.836065,-0.928125,2.00842,2.3652,18267
-0.836019,-0.927138,2.00824,2.36465,18268
-0.841528,-0.91584,2.00596,2.36026,18269
-0.842117,-0.915036,2.0058,2.36001,18270
-0.842742,-0.914249,2.00563,2.35979,18271
-0.843393,-0.913498,2.00546,2.35959,18272
-0.844088,-0.912792,2.0053,2.35943,18273
-0.844814,-0.912123,2.00515,2.3593,18274
-0.845451,-0.911616,2.00503,2.35923,18275
-0.846264,-0.911047,2.00488,2.35918,18276
-0.84712,-0.910528,2.00475,2.35917,18277
-0.848025,-0.910112,2.00463,2.35923,18278
-0.848968,-0.909791,2.00453,2.35936,18279
-0.84932,-0.909688,2.00449,2.35942,18280
-0.850361,-0.909375,2.00439,2.35959,18281
-0.851393,-0.909025,2.00427,2.35973,18282
-0.852456,-0.908675,2.00416,2.35988,18283
-0.853447,-0.908327,2.00405,2.36001,18284
-0.865295,-0.884862,1.9993,2.35137,18285
-0.86605,-0.884217,1.99915,2.35127,18286
-0.866814,-0.883593,1.999,2.35119,18287
-0.867575,-0.882968,1.99886,2.35112,18288
-0.868358,-0.882352,1.99871,2.35105,18289
-0.869132,-0.88174,1.99856,2.35098,18290
-0.869924,-0.88114,1.99841,2.35092,18291
-0.870551,-0.880692,1.99831,2.3509,18292
-0.871526,-0.879962,1.99814,2.35084,18293
-0.872314,-0.879367,1.99799,2.35078,18294
-0.873135,-0.878782,1.99784,2.35074,18295
-0.873802,-0.878305,1.99773,2.35072,18296
-0.874625,-0.877742,1.99759,2.35069,18297
-0.875594,-0.877079,1.99742,2.35067,18298
-0.876406,-0.876507,1.99729,2.35064,18299
-0.877252,-0.875953,1.99714,2.35063,18300
-0.87828,-0.875312,1.99698,2.35063,18301
-0.879415,-0.874619,1.9968,2.35065,18302
-0.880433,-0.873943,1.99664,2.35064,18303
-0.881389,-0.873202,1.99645,2.35056,18304
-0.8821,-0.872428,1.99628,2.3504,18305
-0.882472,-0.871522,1.99611,2.35006,18306
-0.882462,-0.870506,1.99593,2.34952,18307
-0.882274,-0.869387,1.99574,2.34888,18308
-0.882105,-0.868306,1.99555,2.34825,18309
-0.882045,-0.867283,1.99537,2.3477,18310
-0.882068,-0.866252,1.99519,2.34717,18311
-0.882209,-0.865263,1.995,2.3467,18312
-0.882402,-0.864294,1.99482,2.34626,18313
-0.882631,-0.863336,1.99464,2.34584,18314
-0.882904,-0.862399,1.99446,2.34544,18315
-0.883198,-0.861458,1.99428,2.34506,18316
-0.883543,-0.860536,1.9941,2.34469,18317
-0.883928,-0.859628,1.99391,2.34435,18318
-0.88404,-0.85938,1.99386,2.34426,18319
-0.884497,-0.858515,1.99369,2.34397,18320
-0.885012,-0.857673,1.99351,2.3437,18321
-0.885389,-0.857131,1.9934,2.34355,18322
-0.88602,-0.856353,1.99323,2.34336,18323
-0.886676,-0.855629,1.99307,2.34321,18324
-0.887381,-0.854927,1.99291,2.34308,18325
-0.888044,-0.854384,1.99278,2.34303,18326
-0.888888,-0.853844,1.99265,2.34304,18327
-0.889778,-0.85342,1.99253,2.34312,18328
-0.89076,-0.853139,1.99243,2.34331,18329
-0.891764,-0.852906,1.99235,2.34353,18330
-0.892332,-0.85274,1.99229,2.34364,18331
-0.893272,-0.852339,1.99218,2.34376,18332
-0.894192,-0.851782,1.99204,2.34379,18333
-0.895087,-0.851291,1.99192,2.34385,18334
-0.896008,-0.850861,1.9918,2.34394,18335
-0.896949,-0.850598,1.99172,2.34413,18336
-0.898257,-0.850399,1.99163,2.34449,18337
-0.8989,-0.850397,1.9916,2.34471,18338
-0.899253,-0.850415,1.99159,2.34484,18339
-0.900243,-0.850535,1.99156,2.34524,18340
-0.90123,-0.850697,1.99154,2.34567,18341
-0.902438,-0.851021,1.99154,2.34625,18342
-0.903375,-0.851368,1.99155,2.34674,18343
-0.904287,-0.851796,1.99158,2.34727,18344
-0.90521,-0.852219,1.99161,2.34781,18345
-0.906147,-0.852561,1.99163,2.34831,18346
-0.906628,-0.852709,1.99163,2.34854,18347
-0.907095,-0.85287,1.99163,2.34878,18348
-0.908036,-0.853215,1.99164,2.34929,18349
-0.9089,-0.853685,1.99169,2.34983,18350
-0.909334,-0.854033,1.99173,2.35016,18351
-0.91009,-0.854704,1.99182,2.35077,18352
-0.910327,-0.854906,1.99184,2.35095,18353
-0.911096,-0.855561,1.99192,2.35156,18354
-0.911614,-0.856006,1.99198,2.35197,18355
-0.912377,-0.856648,1.99205,2.35256,18356
-0.913139,-0.857284,1.99213,2.35316,18357
-0.913907,-0.857938,1.99221,2.35376,18358
-0.914135,-0.858129,1.99223,2.35394,18359
-0.914909,-0.858772,1.99232,2.35454,18360
-0.915455,-0.859225,1.99237,2.35496,18361
-0.916307,-0.859781,1.99243,2.35555,18362
-0.917151,-0.860337,1.99248,2.35613,18363
-0.918006,-0.860785,1.99253,2.35666,18364
-0.918966,-0.861169,1.99255,2.3572,18365
-0.919923,-0.861531,1.99257,2.35772,18366
-0.92053,-0.861754,1.99258,2.35805,18367
-0.921575,-0.862161,1.99261,2.35862,18368
-0.922578,-0.862596,1.99264,2.3592,18369
-0.923429,-0.86316,1.9927,2.35979,18370
-0.924171,-0.863831,1.99278,2.36039,18371
-0.924905,-0.86451,1.99287,2.361,18372
-0.925637,-0.865195,1.99296,2.36162,18373
-0.926259,-0.865954,1.99306,2.36223,18374
-0.926771,-0.866875,1.9932,2.36289,18375
-0.927059,-0.867849,1.99336,2.36349,18376
-0.927258,-0.868827,1.99353,2.36407,18377
-0.927333,-0.869898,1.99372,2.36465,18378
-0.927338,-0.87099,1.99392,2.36522,18379
-0.927269,-0.87224,1.99415,2.36585,18380
-0.927201,-0.87327,1.99433,2.36636,18381
-0.927174,-0.874272,1.99451,2.36687,18382
-0.92712,-0.87517,1.99467,2.36731,18383
-0.927043,-0.876146,1.99484,2.36779,18384
-0.927006,-0.877132,1.99502,2.36829,18385
-0.926936,-0.878111,1.9952,2.36877,18386
-0.926737,-0.879275,1.99541,2.36931,18387
-0.92641,-0.880224,1.9956,2.36969,18388
-0.926001,-0.881102,1.99577,2.37001,18389
-0.925435,-0.881996,1.99596,2.37028,18390
-0.924813,-0.88277,1.99613,2.37046,18391
-0.924117,-0.883494,1.99629,2.3706,18392
-0.923382,-0.88418,1.99645,2.3707,18393
-0.922983,-0.884515,1.99653,2.37074,18394
-0.922202,-0.885128,1.99667,2.37078,18395
-0.921407,-0.885718,1.99682,2.37081,18396
-0.920569,-0.886276,1.99696,2.37082,18397
-0.919738,-0.88682,1.99709,2.37081,18398
-0.918967,-0.887262,1.99721,2.37078,18399
-0.918089,-0.887725,1.99733,2.37071,18400
-0.917189,-0.888147,1.99745,2.37062,18401
-0.91605,-0.888646,1.99759,2.37049,18402
-0.915042,-0.889036,1.99771,2.37035,18403
-0.913963,-0.889338,1.99781,2.37013,18404
-0.912831,-0.889584,1.99791,2.36986,18405
-0.911805,-0.889937,1.99801,2.36968,18406
-0.91113,-0.89064,1.99818,2.36983,18407
-0.910658,-0.891557,1.99836,2.37015,18408
-0.910322,-0.892645,1.99857,2.37061,18409
-0.910023,-0.8938,1.9988,2.37112,18410
-0.909774,-0.894997,1.99903,2.37167,18411
-0.909573,-0.896222,1.99925,2.37224,18412
-0.909385,-0.897502,1.99949,2.37286,18413
-0.909234,-0.898517,1.99968,2.37334,18414
-0.909075,-0.899496,1.99986,2.37381,18415
-0.884875,-0.931992,2.00682,2.38305,18416
-0.884134,-0.932675,2.00698,2.38318,18417
-0.883604,-0.933527,2.00715,2.38346,18418
-0.883344,-0.934634,2.00732,2.38394,18419
-0.883524,-0.93595,2.00758,2.38474,18420
-0.88379,-0.937046,2.00781,2.38547,18421
-0.884146,-0.937987,2.00788,2.38603,18422
-0.884542,-0.938912,2.00804,2.38667,18423
-0.884811,-0.939865,2.00821,2.38729,18424
-0.875891,-0.958454,2.01197,2.39454,18425
-0.875052,-0.958971,2.0121,2.39455,18426
-0.874174,-0.959406,2.01222,2.39451,18427
-0.87322,-0.959708,2.01232,2.39436,18428
-0.872189,-0.959873,2.0124,2.39412,18429
-0.871102,-0.959887,2.01245,2.39378,18430
-0.85968,-0.960529,2.0131,2.39045,18431
-0.85879,-0.960049,2.01306,2.3899,18432
-0.858054,-0.959377,2.01297,2.38929,18433
-0.857333,-0.958623,2.01287,2.38865,18434
-0.856817,-0.958054,2.0128,2.38817,18435
-0.856216,-0.957254,2.01269,2.38754,18436
-0.855693,-0.956445,2.01257,2.38693,18437
-0.855187,-0.95536,2.0124,2.38617,18438
-0.854936,-0.954357,2.01225,2.38555,18439
-0.854811,-0.953349,2.01212,2.385,18440
-0.851821,-0.942359,2.01098,2.37858,18441
-0.850884,-0.941892,2.01091,2.37801,18442
-0.850627,-0.941802,2.0109,2.37787,18443
-0.849868,-0.941494,2.01088,2.37747,18444
-0.848798,-0.941121,2.01088,2.37693,18445
-0.848459,-0.941035,2.01086,2.37676,18446
-0.847474,-0.940723,2.01085,2.37628,18447
-0.846497,-0.94038,2.01087,2.37581,18448
-0.845827,-0.940227,2.01086,2.3755,18449
-0.845487,-0.940148,2.01086,2.37535,18450
-0.844516,-0.939826,2.01085,2.37487,18451
-0.843509,-0.939518,2.01085,2.37439,18452
-0.84299,-0.939389,2.01085,2.37415,18453
-0.841999,-0.939206,2.01086,2.37374,18454
-0.841013,-0.939018,2.01088,2.37333,18455
-0.840382,-0.938855,2.01088,2.37304,18456
-0.83939,-0.938529,2.01086,2.37254,18457
-0.838487,-0.938102,2.01082,2.37202,18458
-0.837667,-0.937548,2.01076,2.37146,18459
-0.837049,-0.936963,2.01068,2.37095,18460
-0.836749,-0.936519,2.01061,2.37061,18461
-0.836505,-0.936124,2.01055,2.37031,18462
-0.836123,-0.935134,2.01039,2.36965,18463
-0.835957,-0.934032,2.01019,2.36899,18464
-0.83601,-0.933064,2.01001,2.36848,18465
-0.836218,-0.931857,2.00979,2.36788,18466
-0.836405,-0.930671,2.00957,2.3673,18467
-0.836318,-0.929591,2.00938,2.36668,18468
-0.836108,-0.928591,2.00921,2.36607,18469
-0.836028,-0.928017,2.00911,2.36573,18470
-0.836004,-0.927021,2.00893,2.36518,18471
-0.841198,-0.916011,2.00672,2.36085,18472
-0.84173,-0.915184,2.00655,2.36058,18473
-0.842315,-0.914391,2.00638,2.36034,18474
-0.84293,-0.913613,2.00621,2.36011,18475
-0.84327,-0.913214,2.00613,2.36,18476
-0.843939,-0.912472,2.00596,2.35981,18477
-0.844671,-0.911805,2.0058,2.35968,18478
-0.845436,-0.911181,2.00565,2.35959,18479
-0.846266,-0.910621,2.00551,2.35955,18480
-0.84703,-0.910173,2.0054,2.35955,18481
-0.847941,-0.909779,2.00529,2.35964,18482
-0.849143,-0.909368,2.00516,2.3598,18483
-0.850212,-0.909052,2.00505,2.35997,18484
-0.851246,-0.908735,2.00494,2.36013,18485
-0.85229,-0.908393,2.00484,2.36029,18486
-0.853356,-0.908059,2.00472,2.36044,18487
-0.865965,-0.883969,1.99982,2.35172,18488
-0.866725,-0.883335,1.99968,2.35164,18489
-0.867498,-0.882718,1.99953,2.35157,18490
-0.868273,-0.882102,1.99938,2.35149,18491
-0.869054,-0.881489,1.99923,2.35143,18492
-0.869849,-0.880899,1.99909,2.35138,18493
-0.870649,-0.880303,1.99895,2.35133,18494
-0.87132,-0.879805,1.99883,2.35129,18495
-0.872241,-0.879116,1.99866,2.35123,18496
-0.873042,-0.878529,1.99852,2.35119,18497
-0.873847,-0.877942,1.99837,2.35114,18498
-0.874668,-0.877376,1.99823,2.35112,18499
-0.875489,-0.876802,1.99809,2.35109,18500
-0.876202,-0.876297,1.99797,2.35107,18501
-0.877039,-0.87576,1.99783,2.35106,18502
-0.878032,-0.875102,1.99767,2.35105,18503
-0.879096,-0.874408,1.99749,2.35104,18504
-0.880125,-0.873711,1.99732,2.35102,18505
-0.88106,-0.87299,1.99715,2.35095,18506
-0.881848,-0.872207,1.99697,2.3508,18507
-0.882269,-0.871327,1.99679,2.35049,18508
-0.882369,-0.870343,1.99662,2.35001,18509
-0.882262,-0.869267,1.99643,2.34941,18510
-0.8821,-0.868179,1.99624,2.34879,18511
-0.882043,-0.867154,1.99606,2.34824,18512
-0.882071,-0.866123,1.99587,2.34771,18513
-0.882205,-0.865129,1.99569,2.34724,18514
-0.882416,-0.864172,1.99551,2.34681,18515
-0.88265,-0.86321,1.99533,2.34639,18516
-0.882913,-0.862265,1.99514,2.34598,18517
-0.883215,-0.861339,1.99496,2.3456,18518
-0.883558,-0.860408,1.99478,2.34524,18519
-0.883951,-0.859506,1.9946,2.3449,18520
-0.884064,-0.85925,1.99455,2.34481,18521
-0.884515,-0.858374,1.99437,2.3445,18522
-0.885028,-0.857541,1.9942,2.34424,18523
-0.885597,-0.856753,1.99403,2.34403,18524
-0.886035,-0.856223,1.99392,2.3439,18525
-0.886693,-0.855481,1.99375,2.34374,18526
-0.887393,-0.854785,1.9936,2.34362,18527
-0.888072,-0.854215,1.99347,2.34356,18528
-0.888892,-0.853668,1.99333,2.34355,18529
-0.889784,-0.853243,1.99321,2.34363,18530
-0.890743,-0.852927,1.99311,2.3438,18531
-0.891748,-0.852668,1.99302,2.34401,18532
-0.892326,-0.852455,1.99295,2.34409,18533
-0.892667,-0.852309,1.99291,2.34414,18534
-0.893523,-0.851797,1.99278,2.34417,18535
-0.894158,-0.851394,1.99268,2.34418,18536
-0.895051,-0.850869,1.99255,2.34422,18537
-0.895968,-0.850417,1.99244,2.34431,18538
-0.896896,-0.850117,1.99234,2.34447,18539
-0.897866,-0.849927,1.99226,2.3447,18540
-0.898851,-0.849862,1.99221,2.34502,18541
-0.899294,-0.849872,1.99219,2.34517,18542
-0.900292,-0.849966,1.99216,2.34556,18543
-0.901276,-0.850153,1.99214,2.346,18544
-0.902256,-0.850389,1.99214,2.34646,18545
-0.902601,-0.850495,1.99214,2.34663,18546
-0.903522,-0.850867,1.99217,2.34714,18547
-0.90443,-0.851307,1.9922,2.34767,18548
-0.905343,-0.85176,1.99223,2.34821,18549
-0.906279,-0.852114,1.99225,2.34872,18550
-0.907206,-0.852496,1.99227,2.34924,18551
-0.908128,-0.852878,1.99229,2.34975,18552
-0.90902,-0.853332,1.99233,2.35029,18553
-0.909504,-0.85371,1.99237,2.35065,18554
-0.910265,-0.854356,1.99246,2.35125,18555
-0.910569,-0.854614,1.99248,2.35149,18556
-0.911324,-0.855263,1.99257,2.35209,18557
-0.911789,-0.855663,1.99262,2.35246,18558
-0.912074,-0.855907,1.99265,2.35268,18559
-0.91282,-0.856549,1.99273,2.35327,18560
-0.913584,-0.857202,1.99281,2.35387,18561
-0.914344,-0.857853,1.99289,2.35447,18562
-0.914837,-0.85827,1.99294,2.35486,18563
-0.915607,-0.858912,1.99301,2.35546,18564
-0.915901,-0.859131,1.99304,2.35567,18565
-0.916826,-0.859653,1.9931,2.35627,18566
-0.917332,-0.860007,1.99313,2.35663,18567
-0.918176,-0.860472,1.99317,2.35716,18568
-0.919121,-0.860841,1.99319,2.35768,18569
-0.920081,-0.861209,1.99322,2.35821,18570
-0.92105,-0.86156,1.99323,2.35873,18571
-0.92179,-0.861849,1.99325,2.35914,18572
-0.922807,-0.862298,1.99329,2.35973,18573
-0.923627,-0.862889,1.99335,2.36032,18574
-0.924369,-0.863557,1.99343,2.36092,18575
-0.925102,-0.864233,1.99352,2.36153,18576
-0.925818,-0.864936,1.99361,2.36215,18577
-0.92645,-0.865688,1.99371,2.36276,18578
-0.926981,-0.866654,1.99386,2.36344,18579
-0.927299,-0.867603,1.99402,2.36405,18580
-0.9275,-0.868604,1.99419,2.36464,18581
-0.927603,-0.869641,1.99437,2.36522,18582
-0.927614,-0.870739,1.99457,2.36579,18583
-0.927608,-0.871063,1.99463,2.36596,18584
-0.927548,-0.87207,1.99481,2.36646,18585
-0.927461,-0.873101,1.995,2.36696,18586
-0.927392,-0.874112,1.99518,2.36746,18587
-0.927286,-0.875045,1.99535,2.3679,18588
-0.927107,-0.876024,1.99553,2.36835,18589
-0.926982,-0.877005,1.99571,2.36881,18590
-0.926916,-0.877991,1.99588,2.3693,18591
-0.926786,-0.878951,1.99606,2.36976,18592
-0.926439,-0.880087,1.99628,2.37023,18593
-0.926017,-0.880979,1.99647,2.37055,18594
-0.925448,-0.881868,1.99665,2.37081,18595
-0.924838,-0.882643,1.99682,2.371,18596
